Speaker name,Category/topic tags,State,Notes
Robert Plomin,"Education - Policy & Practice; Health & Wellbeing; Neuroscience; Psychology; Society, Culture & Education; Technology, Innovation & Science",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Professor in Behavioural Genetics​ at KCL"
Robert Pozen,Business; Finance & Markets; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Senior Lecturer at the MIT & Productivity Expert"
Robert Reich,Business; Finance & Markets; Government & Politics,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former U.S. Secretary of Labor, Bestselling Author & Influential Voice on Economic & Social Issues"
Robert Rogers,Government & Politics; Keynote; Leadership; Moderators & Chairpersons,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Clerk of the House of Commons"
Robert Service,"Government & Politics; History, Arts & Literary; International Affairs & Security",Global,"Speaking fee: $15,000 | Site tagline: One of the world's foremost authorities on modern Russia"
Robert Shrimsley,"After Dinner; Entertainment; Government & Politics; Keynote; Moderators & Chairpersons; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: UK chief political commentator and executive editor the Financial Times"
Robert Spector,Business; Entrepreneurs; Inspirational & Motivational; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Creator of ""The Nordstrom Way"""
Robert Waldinger,Inspirational & Motivational; Keynote; Science; TED,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Harvard Psychiatrist and Psychoanalyst"
Robert Winston,"Global Health; History, Arts & Literary; Keynote",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Renowned Populariser of Science"
Robert Z. Lawrence,Finance & Markets; Government & Politics; Keynote,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Professor of Trade & Investment at Harvard University"
Roberta Lucca,Business; Keynote; Science,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Renowned Entrepreneur and Video Game Creator"
Roberto Carlos,Business; Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Leadership; Workplace innovation,Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Innovation and Marketing Consultant"
Roberto Forzoni,"Business & Leadership; Entertainment; Health & Wellbeing; Keynote; Leadership; Psychology; Resilience, Wellbeing & Happiness; Sports & Olympics",Europe > UK > London,"Speaking fee: $15,000 | Gender: Male | Site tagline: Performance Psychologist, Keynote Speaker, Magician"
Robin Chase,Business; Entrepreneurs; ESG; Sustainability - Environment,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Transportation Innovator"
Robin Harding,"Economic & Financial Affairs; Finance & Markets; Government & Politics; Keynote; Politics, Government & Global Affairs",Asia > China; Asia > Hong Kong; Asia > Japan,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Economist and Asia Editor, Financial Times"
Robin Kermode,"After Dinner; History, Arts & Literary; Inspirational & Motivational; Keynote; Leadership",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Actor & Personal Communication Coach"
Robin Niblett,"After Dinner; Economic & Financial Affairs; Entertainment; Finance & Markets; Geopolitics; Globalization; International Affairs & Security; Keynote; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Expert Geopolitical Analysis - Director and Chief Executive, Chatham House (2007-2022)"
Robin Sharma,Business; Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Leadership; Workplace innovation,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Globally Respected Leadership Expert"
Robin Speculand,Business; Business & Leadership; Keynote; Leadership; Workplace innovation,Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Bestselling author, pioneer and expert in strategy and digital implementation"
Robin Stern,"Business; Business & Leadership; Health & Wellbeing; Keynote; Leadership; Psychology; Resilience, Wellbeing & Happiness",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Author & licensed psychoanalyst"
Robyn Benincasa,Inspirational & Motivational; Keynote; Leadership; Sports & Olympics,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Leadership and Teamwork Motivational Speaker"
Robyn Dwyer,Business; Government & Politics; International Affairs & Security,Europe > UK > London,"Speaking fee: $15,000 | Gender: Female | Site tagline: Anchoring and presenting for renowned broadcasters like BBC, ITN, and CGTN."
Rob Johnson,"Business & Leadership; Geopolitics; Government & Politics; History, Arts & Literary; International Affairs & Security; Leadership; Military; Politics, Government & Global Affairs; Society, Culture & Education",Europe > UK > London,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Strategic Studies Scholar, Military Historian & Defense Policy Advisor"
Roderic Lyne,After Dinner; Geopolitics; International Affairs & Security; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: International Affairs Expert - UK Ambassador to Russia (2000-2004)"
Rodney Glasgow,"Diversity, Inclusion & Gender Equality; Keynote; Philanthropy & Ethics",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Equality & Diversity Activist"
Rodney Hines,"Business; Diversity, Inclusion & Gender Equality; Entrepreneurs; Keynote",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Director of U.S. Social Impact, Starbucks"
Rodrigo de Rato,Finance & Markets; Keynote,Europe > Spain,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Managing Director, IMF"
Roger Black,After Dinner; Inspirational & Motivational; Keynote; Leadership; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Olympic Medallist & Motivational Speaker"
Roger Bootle,Finance & Markets,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Prize-winning Macro Economist"
Roger Federer,"Business & Leadership; Entertainment; Health & Wellbeing; Leadership; Resilience, Wellbeing & Happiness; Sports & Olympics",Europe > Switzerland,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former tennis player"
Roger Harrabin,"Entertainment; Environment & Sustainability; Government & Politics; Moderators & Chairpersons; Politics, Government & Global Affairs; Sustainability - Environment",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Energy & Environmental Journalist"
Roger Kneebone,"Education - Policy & Practice; Healthcare; Inspirational & Motivational; Keynote; Resilience, Wellbeing & Happiness; Science",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Professor, Imperial College London and Author, 'Expert: Understanding the Path to Mastery'"
Roger Lee,After Dinner; Business; Business & Leadership; Entertainment; Media,USA,"Speaking fee: $15,000 | Gender: Male | Site tagline: Award-winning Lighting and Compositing Artist and Director of Cinematography at Walt Disney"
Roger Martin,Business; Business & Leadership; Leadership; Marketing - Communications,Americas > US,"Speaking fee: $15,000 | New Speaker | Gender: Male | Site tagline: Strategy Advisor, Global Business Thinker & Author"
Roger Penrose,"Mathematics and Statistics; Nobel Laureates; Science; Society, Culture & Education; Technology, Innovation & Science",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Award-winning physicist, mathematician and Nobel Prize winner 2020"
Roger Spitz,"AI - Emerging Tech; Business; Business & Leadership; Leadership; Technology Ethics - Regulation; Technology, Innovation & Science",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Futurist & Expert on Strategic Foresight, AI and Disruptive Innovation"
Roger Steare,"After Dinner; Business; History, Arts & Literary; Keynote; Leadership; Philanthropy & Ethics",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Leadership, Culture & Ethics Advisor"
Roger Hilton,"Entertainment; Environment & Sustainability; Geopolitics; Government & Politics; International Affairs & Security; Media; Military; Moderators & Chairpersons; Politics, Government & Global Affairs; Sustainability - Environment",Europe > Austria,"Speaking fee: $15,000 | Gender: Male | Site tagline: GLOBSEC Defence Fellow"
Rohan Sharma,"AI - Emerging Tech; Business & Leadership; Education - Policy & Practice; Entrepreneurs; Keynote; Leadership; Philanthropy & Ethics; Society, Culture & Education; Technology Ethics - Regulation; Technology, Innovation & Science; Workplace innovation",USA,"Speaking fee: $15,000 | Gender: Male | Site tagline: AI Strategist, Technology Executive & Author"
Rohan Silva,"Business; Business & Leadership; Entertainment; Entrepreneurs; Government & Politics; Keynote; Moderators & Chairpersons; Politics, Government & Global Affairs; Science; Technology, Innovation & Science",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Former Senior Adviser to UK Prime Minister"
Rohit Kachroo,"Business & Leadership; Geopolitics; History, Arts & Literary; Human Rights; International Affairs & Security; Marketing - Communications; Politics, Government & Global Affairs; Society, Culture & Education",Europe > UK,"Speaking fee: $15,000 | Exclusive | Site tagline: Global Security Editor for ITV News"
Rohit Talwar,"AI - Emerging Tech; Business & Leadership; Entertainment; Environment & Sustainability; Inspirational & Motivational; Keynote; Technology, Innovation & Science",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Top 3 Global Futurist & Strategic Advisor"
Roie Galitz,After Dinner; Entrepreneurs; Inspirational & Motivational; Sports & Olympics; Sustainability - Environment,Asia > Israel,"Speaking fee: $15,000 | Gender: Male | Site tagline: world renowned wildlife photographer and environmentalist speaker"
Rola Hallam,Healthcare,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Doctor and Humanitarian"
Rolake Akinkugbe-Filani,Energy; Finance & Markets; Keynote,Africa > Nigeria; Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: African energy & finances expert"
Roland Martin,"Diversity, Inclusion & Gender Equality; Government & Politics; Inspirational & Motivational; Keynote; Leadership",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Award-Winning Journalist and Media Personality"
Rolfe Oostra,"Adventure; Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Resilience, Wellbeing & Happiness; Sports & Olympics",Global,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: World Record Everest Rescuer"
Roman Kemp,Healthcare; Inspirational & Motivational,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Renowned presenter on Capital FM radio."
Roman Mars,After Dinner; Inspirational & Motivational; Keynote; Moderators & Chairpersons; Science; TED,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Host & Creator, 99% Invisible"
Roman Yampolskiy,Science,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Tenured Associate Professor in the Department of Computer Engineering and Computer Science at the Speed School of Engineering, University of Louisville"
Rome Kirby,Inspirational & Motivational; Keynote; Sports & Olympics,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Professional sailor for Oracle Team USA"
Romilly Weeks,"Business; Diversity, Inclusion & Gender Equality; Government & Politics; Keynote; Moderators & Chairpersons",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: ITV News Political Correspondent"
Ron Garan,"Business & Leadership; Entertainment; Environment & Sustainability; ESG; Inspirational & Motivational; Leadership; Military; Politics, Government & Global Affairs; Science; Space Travel & Tourism; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former NASA Astronaut & F-16 Pilot"
Ron Insana,After Dinner; Business; Finance & Markets,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Senior Analyst and Commentator for CNBC"
Ron Kaufman,Business; Inspirational & Motivational; Leadership,Asia > Singapore,"Speaking fee: $15,000 | Gender: Male | Site tagline: Customer Experience and Service Expert"
Ron Sims,"Business; Diversity, Inclusion & Gender Equality; Global Health; Government & Politics; Keynote; Leadership; Sustainability - Environment",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Deputy Secretary for the U.S. Department of Housing and Urban Development"
Ronald Cohen,Entrepreneurs; ESG; Finance & Markets; Keynote; Philanthropy & Ethics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Pioneering philanthropist, venture capitalist, private equity investor and social innovator"
Ronan Harrington,"Inspirational & Motivational; Leadership; Resilience, Wellbeing & Happiness",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Inspiring Resilience Keynote speaker to foster High Performance Teams"
Ronan Rafferty,After Dinner; Keynote; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Golf sportsman and commentator"
Ronnie O'Sullivan,After Dinner; Business; Inspirational & Motivational; Keynote; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: World Champion Snooker Player"
Ronny Leber,"Business; Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Marketing - Communications; Media; Moderators & Chairpersons; Resilience, Wellbeing & Happiness; Sports & Olympics",Europe > Austria,"Speaking fee: $15,000 | Gender: Male | Site tagline: Globally Renowned Sports Storyteller"
Roopa Purushothaman,Finance & Markets; Keynote,Asia > India,"Speaking fee: $15,000 | Gender: Female | Site tagline: Managing Director & Head of Research, Everstone Capital Advisors"
Rorke Denver,Inspirational & Motivational; Keynote; Leadership; Military,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Navy SEAL Commander, bestselling author"
Rory Bremner,"After Dinner; History, Arts & Literary; Keynote",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Renowned Political Satirist"
Rory Mackenzie,Inspirational & Motivational; Keynote; Leadership; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Inspirational speaker and adventurer"
Rory Stewart,"After Dinner; Entertainment; History, Arts & Literary; International Affairs & Security; Keynote; Politics, Government & Global Affairs; Society, Culture & Education; Sports & Olympics; TED; Iran & Global Impact",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Best-selling Author, Historian & Adventurer"
Rory Sutherland,"Business; Business & Leadership; Entertainment; Entrepreneurs; Keynote; Marketing - Communications; Science; Technology, Innovation & Science; TED",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Marketing and Communications Guru"
Ros Altmann,Finance & Markets; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Director, Saga group & pensions expert"
Ros Atkins,"Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Inspirational & Motivational; Marketing - Communications; Moderators & Chairpersons; Social Media; Society, Culture & Education; Technology, Innovation & Science; TED; Workplace innovation",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Journalist, Broadcast Presenter, Author & Communication Expert"
Rosabeth Moss Kanter,Business; Business & Leadership; Entertainment; Entrepreneurs; Keynote; TED,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Management Expert"
Rosalind Kainyah,"Diversity, Inclusion & Gender Equality; Environment & Sustainability; ESG; Society, Culture & Education; Sustainability - Environment",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Leading sustainability and ESG advisor"
Rosanna Lockwood,Business; Finance & Markets; Government & Politics,Europe > UK > London,"Speaking fee: $15,000 | Gender: Female | Site tagline: Internationally Renowned News Anchor"
Rose Balston,"Business & Leadership; Diversity, Inclusion & Gender Equality; Education - Policy & Practice; Entertainment; Environment & Sustainability; Health & Wellbeing; History, Arts & Literary; Inspirational & Motivational; Keynote; Leadership; Luxury; Marketing - Communications; Resilience, Wellbeing & Happiness; Society, Culture & Education; Sustainability - Environment",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Art Historian, Cultural Storyteller & Television Presenter"
Rosemary Foot,International Affairs & Security; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Expert on International Security & US-Chinese Relations"
Rosie King,"Diversity, Inclusion & Gender Equality; Inspirational & Motivational; Keynote; TED",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Activist & Host of BBC Special Program “My Autism and Me"""
Rosie Rios,"Business; Diversity, Inclusion & Gender Equality; Finance & Markets; Government & Politics; Leadership",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: 43rd Treasurer of the United States"
Ross Douglas,Business; Business & Leadership; Entrepreneurs; Environment & Sustainability; ESG,Europe > France,"Speaking fee: $15,000 | Gender: Male | Site tagline: Founder & CEO at Autonomy Paris"
Ross Reekie,"Business; Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Resilience, Wellbeing & Happiness; Society, Culture & Education; Workplace innovation",Global,"Speaking fee: $15,000 | New Speaker | Gender: Male | Site tagline: Expert on Meaningful Work, Culture and Employee Engagement"
Ross Welford,"Entertainment; History, Arts & Literary; Inspirational & Motivational; Society, Culture & Education",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Bestselling, award-winning, author of books for children"
Roula Khalaf,International Affairs & Security; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Editor, Financial Times"
Roxanne Varza,"Business & Leadership; Entrepreneurs; Technology, Innovation & Science; Workplace innovation",Global,"Speaking fee: $15,000 | New Speaker | Gender: Female | Site tagline: Director of STATION F & Expert on Entrepreneurship and Innovation"
Roy Baumeister,Healthcare; Psychology; TED,Oceania > Australia,"Speaking fee: $15,000 | Gender: Male | Site tagline: One of the World’s Most Prolific and Influential Psychologists"
Roy Casagranda,"After Dinner; Entertainment; Government & Politics; History, Arts & Literary; Keynote; Politics, Government & Global Affairs; Society, Culture & Education",Americas > US,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Expert  in political science, history, & philosophy"
Roy Hodgson,After Dinner; Keynote; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Manager of the England national football team"
Roz Savage,"Adventure; Business; Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Environment & Sustainability; ESG; Government & Politics; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Media; Politics, Government & Global Affairs; Resilience, Wellbeing & Happiness; Society, Culture & Education; Sustainability - Environment; TED",Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: Three-Ocean Solo Rower, MBE"
Rt Hon Sajid Javid MP,Business; Fintech & Cryptocurrency; Geopolitics; Global Health; Government & Politics; Healthcare,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Chancellor of the Exchequer - UK (2019-2020)"
Ruben Gonzalez,"After Dinner; Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Leadership; Resilience, Wellbeing & Happiness; Sports & Olympics; TED",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Four time Winter Olympian,
Award Winning TEDx Speaker,
Bestselling author - ""The Courage to Succeed"", ""Becoming Unstoppable"" and ""The Inner Game of Success"""
Rubens Barrichello,"After Dinner; Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Media; Resilience, Wellbeing & Happiness; Social Media; Sports & Olympics; Technology, Innovation & Science",USA,"Speaking fee: $15,000 | Gender: Male | Site tagline: Record-Setting F1 Grand Prix Winner"
Ruby Wax,"Comedy; Entertainment; Health & Wellbeing; Keynote; Resilience, Wellbeing & Happiness; TED",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: American-British Actress, Comedian & Sunday Times Best Selling Author"
Ruchir Sharma,Finance & Markets; Keynote,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Chairman of Rockefeller International and Founder and Chief Investment Officer of Breakout Capital."
Rufus Gifford,"Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Government & Politics; International Affairs & Security; Leadership; Moderators & Chairpersons; Philanthropy & Ethics; Politics, Government & Global Affairs; Society, Culture & Education; Pride",USA,"Speaking fee: $15,000 | Gender: Male | Site tagline: Political Strategist, LGBTQ+ Advocate, Diplomat & Public Diplomacy Innovator"
Rui Pedro Silva,"Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Leadership; Psychology; Resilience, Wellbeing & Happiness; Technology, Innovation & Science; TED; Workplace innovation",Europe > Germany,"Speaking fee: $15,000 | Gender: Male | Site tagline: Leadership & Digital Transformation Expert"
Rujuta Diwekar,"Inspirational & Motivational; Resilience, Wellbeing & Happiness",Asia > India,"Speaking fee: $15,000 | Gender: Female | Site tagline: India's Leading nutritionist"
Rumman Chowdhury,"AI - Emerging Tech; Entertainment; Science; Technology Ethics - Regulation; Technology, Innovation & Science; TED",Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: A pioneer in the field of responsible and ethical AI"
Rupal Patel,"Business; Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Resilience, Wellbeing & Happiness; Society, Culture & Education; International Women's Day",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Former CIA Officer and Business Advisor"
Rupert Hoogewerf,Business; Entrepreneurs; Finance & Markets; Keynote,Asia > China,"Speaking fee: $15,000 | Gender: Male | Site tagline: Founder & Compiler, Hurun Report"
Rupert Merson,Business; Entrepreneurs; Keynote; Leadership; Moderators & Chairpersons,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Authority on Business Growth"
Rupert Schäfer,Business; Entrepreneurs; Keynote; Moderators & Chairpersons; Science,Europe > Germany,"Speaking fee: $15,000 | Gender: Male | Site tagline: Digital Entrepreneur & Consultant"
Rupert Smith,International Affairs & Security; Keynote; Leadership,Europe > Belgium; Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Deputy Supreme Allied Commander Europe for NATO"
Rupy Aujla,"Global Health; Health & Wellbeing; Resilience, Wellbeing & Happiness",Europe > UK > London,"Speaking fee: $15,000 | New Speaker | Gender: Male | Site tagline: Doctor & Expert on Nutrition, Lifestyle Medicine and Wellbeing"
Russ Cook,"Entertainment; Global Health; Health & Wellbeing; Inspirational & Motivational; Keynote; Resilience, Wellbeing & Happiness; Sports & Olympics",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: AKA ""Hardest Geezer"" - the first person to run the entire length of Africa"
Russell Chambers,"AI - Emerging Tech; Business; Business & Leadership; Economic & Financial Affairs; Finance & Markets; Technology, Innovation & Science",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Senior Advisor at Anthropic & Expert on AI, Board Strategy and Enterprise Leadership"
Russell Foster,"Healthcare; Neuroscience; Resilience, Wellbeing & Happiness; Science",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: British Professor of Circadian Neuroscience"
Russell John Cailey,"Education - Policy & Practice; Entertainment; Inspirational & Motivational; Keynote; Society, Culture & Education",Europe > UK; Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Education Strategist, Curriculum Innovator &  Global Learning Advocate"
Russell Jones,Business; Finance & Markets,Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Chief Economist at Lehman Brothers"
Russell Napier,"Business; Business & Leadership; Economic & Financial Affairs; Finance & Markets; History, Arts & Literary; Society, Culture & Education",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Independent global financial market strategist"
Rusty Firmin,Inspirational & Motivational; International Affairs & Security; Keynote; Leadership; Military; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former member of the SAS"
Rutger Bregman,"Business; Business & Leadership; Entertainment; Environment & Sustainability; Government & Politics; History, Arts & Literary; Human Rights; Leadership; Philanthropy & Ethics; Politics, Government & Global Affairs; Society, Culture & Education; TED",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: BBC Reith Lecturer 2026  & Bestselling Author"
Ruth Buscombe,"Business; Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Health & Wellbeing; Leadership; Resilience, Wellbeing & Happiness; Society, Culture & Education; Sports & Olympics; Technology, Innovation & Science",Europe > UK > London,"Speaking fee: $15,000 | Gender: Female | Site tagline: Formula 1 Analyst & Commentator"
Ruth Chang,"Business & Leadership; Health & Wellbeing; Leadership; Philanthropy & Ethics; Resilience, Wellbeing & Happiness; Society, Culture & Education",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Chair of Jurispridence at the University of Oxford"
Ruth E. Carter,"Diversity, Inclusion & Gender Equality; History, Arts & Literary; Inspirational & Motivational; Keynote",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Oscar Winning Costume Designer"
Ruth Gotian,Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Leadership; Psychology; TED,Americas > US,"Speaking fee: $15,000 | Exclusive | Gender: Female | Site tagline: Globally Recognized Expert in Mentorship & Leadership Development"
Ruud Gullit,After Dinner; Keynote; Leadership; Moderators & Chairpersons; Sports & Olympics,Europe > Netherlands,"Speaking fee: $15,000 | Gender: Male | Site tagline: One of the greatest footballers of his generation"
Ryan Campbell,After Dinner; Inspirational & Motivational; Keynote; Leadership; Sports & Olympics,Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Record-breaking Pilot"
Ryan Giggs,After Dinner; Inspirational & Motivational; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Most Decorated Football Player in the English Premier League"
Ryan Hass,"Globalization; Government & Politics; International Affairs & Security; Politics, Government & Global Affairs",Asia > China,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Top Level Adviser on International Relations - US and Asia"
Ryan Holiday,After Dinner; Entrepreneurs; Inspirational & Motivational; TED; Workplace innovation,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Sought-after Speaker on the Meditations on Strategy and Life and #1 NY Times Bestselling Author of 'Stillness is the Key'"
Ryan Hopkins,"Diversity, Inclusion & Gender Equality; Inspirational & Motivational; Leadership; Resilience, Wellbeing & Happiness",Europe > UK > London,"Speaking fee: $15,000 | Gender: Male | Site tagline: Global wellbeing speaker"
Ryan Leak,"Business; Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Inspirational & Motivational; Leadership; Society, Culture & Education",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Executive Coach and Bestselling Author of  Chasing Failure and Leveling Up"
Ryan Pyle,Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Leadership; Sports & Olympics; TED,Europe > Switzerland; Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: TV Adventurer, Podcast Host & Keynote Speaker"
Ryan Shorthouse,"After Dinner; Entertainment; Government & Politics; Human Rights; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Founder and Chief Executive of BrightBlue; British Writer and Thinker"
Ryan Williams and Porter Braswell,"Business; Diversity, Inclusion & Gender Equality; Entrepreneurs; Keynote",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Co-Founders of Jopwell"
Saabira Chaudhuri,Business; Business & Leadership; Environment & Sustainability; ESG,Asia > India; Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Female | Site tagline: Business Journalist and Author of 'Consumed: How Big Brands Got Us Hooked on Plastic' -long listed for FT/Schroders Business Book of 2025"
Sabrina Chevannes,Entrepreneurs; Inspirational & Motivational; Keynote; Mathematics and Statistics; TED,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: International Chess Master & entrepreneur"
Sabrina Cohen-Hatton,"Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Health & Wellbeing; Inspirational & Motivational; Leadership; Neuroscience; Resilience, Wellbeing & Happiness; Society, Culture & Education; Technology, Innovation & Science",Europe > UK > London,"Speaking fee: $15,000 | Gender: Female | Site tagline: Chief Fire Officer, Neuroscientist, Author and International Speaker"
Sahar Hashemi,Business; Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Keynote; Leadership; Marketing - Communications; TED,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Thought leader on entrepreneurial behaviour in large organisations"
